Input,Output,PMID
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _PROTEIN_ . _METHOD_ _BLANKP_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _PROTEIN_ . _BLANKM_ _BLANKP_ does not co localize with the _BLANKL_ marker _BLANKP_ _METHOD_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _PROTEIN_ . _BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _BLANKP_ _METHOD_ .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _PROTEIN_ does not co localize with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _PROTEIN_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _METHOD_ _BLANKP_ . _BLANKM_ _PROTEIN_ does not co localize with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _METHOD_ _BLANKP_ . _BLANKM_ _PROTEIN_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . _METHOD_ _PROTEIN_ does not co localize with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _PROTEIN_ does not co localize with the _BLANKL_ marker _BLANKP_ _METHOD_ .,N,23918961
_BLANKM_ _PROTEIN_ does not co localize with the _LOCATION_ marker _BLANKP_ _METHOD_ .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _METHOD_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _METHOD_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . _METHOD_ _BLANKP_ does not co localize with the _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_METHOD_ _BLANKP_ does not co localize with the _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _BLANKL_ marker _PROTEIN_ _METHOD_ .,N,23918961
this treatment has been shown to redistribute _METHOD_ _PROTEIN_ partially to the _BLANKL_ apparatus . interestingly this treatment did not change the _LOCATION_ localization of _BLANKM_ _BLANKP_ .,N,23918961
this treatment has been shown to redistribute _BLANKM_ _PROTEIN_ partially to the _LOCATION_ apparatus . interestingly this treatment did not change the _BLANKL_ localization of _METHOD_ _BLANKP_ .,N,23918961
this treatment has been shown to redistribute _BLANKM_ _PROTEIN_ partially to the _BLANKL_ apparatus . interestingly this treatment did not change the _LOCATION_ localization of _METHOD_ _BLANKP_ .,N,23918961
this treatment has been shown to redistribute _METHOD_ _BLANKP_ partially to the _LOCATION_ apparatus . interestingly this treatment did not change the _BLANKL_ localization of _BLANKM_ _PROTEIN_ .,N,23918961
this treatment has been shown to redistribute _METHOD_ _BLANKP_ partially to the _BLANKL_ apparatus . interestingly this treatment did not change the _LOCATION_ localization of _BLANKM_ _PROTEIN_ .,N,23918961
this treatment has been shown to redistribute _BLANKM_ _BLANKP_ partially to the _LOCATION_ apparatus . interestingly this treatment did not change the _BLANKL_ localization of _METHOD_ _PROTEIN_ .,N,23918961
similar to _BLANKM_ _PROTEIN_ _METHOD_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _BLANKP_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _PROTEIN_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _METHOD_ or _BLANKP_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _PROTEIN_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _BLANKP_ _METHOD_ .,N,23918961
similar to _METHOD_ _BLANKP_ _BLANKM_ _PROTEIN_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _BLANKP_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _BLANKP_ _BLANKM_ _PROTEIN_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _METHOD_ or _BLANKP_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _BLANKP_ _BLANKM_ _PROTEIN_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _BLANKP_ _METHOD_ .,N,23918961
similar to _METHOD_ _BLANKP_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _PROTEIN_ _BLANKM_ or _BLANKP_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _BLANKP_ _METHOD_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _PROTEIN_ _BLANKM_ or _BLANKP_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _PROTEIN_ _METHOD_ or _BLANKP_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _PROTEIN_ _BLANKM_ or _BLANKP_ _METHOD_ .,N,23918961
similar to _METHOD_ _BLANKP_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _PROTEIN_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _BLANKP_ _METHOD_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _PROTEIN_ _BLANKM_ .,N,23918961
similar to _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _METHOD_ or _PROTEIN_ _BLANKM_ .,N,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _BLANKM_ _PROTEIN_ completely redistributed to the _LOCATION_ where it co localized with both _BLANKP_ _METHOD_ and _BLANKP_ _BLANKM_ .,N,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _BLANKM_ _PROTEIN_ completely redistributed to the _LOCATION_ where it co localized with both _BLANKP_ _BLANKM_ and _BLANKP_ _METHOD_ .,N,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _METHOD_ _BLANKP_ completely redistributed to the _LOCATION_ where it co localized with both _PROTEIN_ _BLANKM_ and _BLANKP_ _BLANKM_ .,N,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _BLANKM_ _BLANKP_ completely redistributed to the _LOCATION_ where it co localized with both _PROTEIN_ _BLANKM_ and _BLANKP_ _METHOD_ .,N,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _METHOD_ _BLANKP_ completely redistributed to the _LOCATION_ where it co localized with both _BLANKP_ _BLANKM_ and _PROTEIN_ _BLANKM_ .,N,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _BLANKM_ _BLANKP_ completely redistributed to the _LOCATION_ where it co localized with both _BLANKP_ _METHOD_ and _PROTEIN_ _BLANKM_ .,N,23918961
this was also the case for _METHOD_ _PROTEIN_ . these data suggest that transiently expressed _BLANKP_ and _BLANKP_ mainly localize to the _LOCATION_ as had been observed for the endogenous proteins .,N,23918961
this was also the case for _METHOD_ _BLANKP_ . these data suggest that transiently expressed _PROTEIN_ and _BLANKP_ mainly localize to the _LOCATION_ as had been observed for the endogenous proteins .,N,23918961
this was also the case for _METHOD_ _BLANKP_ . these data suggest that transiently expressed _BLANKP_ and _PROTEIN_ mainly localize to the _LOCATION_ as had been observed for the endogenous proteins .,N,23918961
when _BLANKM_ _PROTEIN_ or _METHOD_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,23918961
when _BLANKM_ _PROTEIN_ or _METHOD_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
when _BLANKM_ _PROTEIN_ or _BLANKM_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _BLANKP_ _METHOD_ .,N,23918961
when _BLANKM_ _PROTEIN_ or _BLANKM_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _BLANKP_ _METHOD_ .,N,23918961
when _METHOD_ _BLANKP_ or _BLANKM_ _PROTEIN_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,23918961
when _METHOD_ _BLANKP_ or _BLANKM_ _PROTEIN_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
when _BLANKM_ _BLANKP_ or _METHOD_ _PROTEIN_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,23918961
when _BLANKM_ _BLANKP_ or _METHOD_ _PROTEIN_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
when _BLANKM_ _BLANKP_ or _BLANKM_ _PROTEIN_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _BLANKP_ _METHOD_ .,N,23918961
when _BLANKM_ _BLANKP_ or _BLANKM_ _PROTEIN_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _BLANKP_ _METHOD_ .,N,23918961
when _METHOD_ _BLANKP_ or _BLANKM_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,23918961
when _METHOD_ _BLANKP_ or _BLANKM_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,23918961
when _BLANKM_ _BLANKP_ or _METHOD_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,23918961
when _BLANKM_ _BLANKP_ or _METHOD_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,23918961
when _BLANKM_ _BLANKP_ or _BLANKM_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _PROTEIN_ _METHOD_ .,N,23918961
i many of the yfp punctae co localized with _PROTEIN_ _BLANKM_ suggesting that at least a fraction of _METHOD_ _BLANKP_ may accumulate at _LOCATION_ under these conditions .,N,23918961
i many of the yfp punctae co localized with _BLANKP_ _METHOD_ suggesting that at least a fraction of _BLANKM_ _PROTEIN_ may accumulate at _LOCATION_ under these conditions .,N,23918961
_METHOD_ _PROTEIN_ co localizes with the _BLANKL_ marker _BLANKP_ _BLANKM_ in punctate structures . _BLANKM_ _BLANKP_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _PROTEIN_ co localizes with the _LOCATION_ marker _BLANKP_ _METHOD_ in punctate structures .,N,23918961
_BLANKM_ _PROTEIN_ co localizes with the _BLANKL_ marker _BLANKP_ _METHOD_ in punctate structures . _BLANKM_ _BLANKP_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _PROTEIN_ co localizes with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures . _METHOD_ _BLANKP_ and _BLANKP_ _BLANKM_ relocalized to the _BLANKL_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _PROTEIN_ co localizes with the _BLANKL_ marker _BLANKP_ _BLANKM_ in punctate structures . _METHOD_ _BLANKP_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _PROTEIN_ co localizes with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures . _BLANKM_ _BLANKP_ and _BLANKP_ _METHOD_ relocalized to the _BLANKL_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _PROTEIN_ co localizes with the _BLANKL_ marker _BLANKP_ _BLANKM_ in punctate structures . _BLANKM_ _BLANKP_ and _BLANKP_ _METHOD_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_METHOD_ _BLANKP_ co localizes with the _LOCATION_ marker _PROTEIN_ _BLANKM_ in punctate structures .,N,23918961
_METHOD_ _BLANKP_ co localizes with the _BLANKL_ marker _PROTEIN_ _BLANKM_ in punctate structures . _BLANKM_ _BLANKP_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _BLANKL_ marker _PROTEIN_ _METHOD_ in punctate structures . _BLANKM_ _BLANKP_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _LOCATION_ marker _PROTEIN_ _BLANKM_ in punctate structures . _METHOD_ _BLANKP_ and _BLANKP_ _BLANKM_ relocalized to the _BLANKL_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _BLANKL_ marker _PROTEIN_ _BLANKM_ in punctate structures . _METHOD_ _BLANKP_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _LOCATION_ marker _PROTEIN_ _BLANKM_ in punctate structures . _BLANKM_ _BLANKP_ and _BLANKP_ _METHOD_ relocalized to the _BLANKL_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _BLANKL_ marker _PROTEIN_ _BLANKM_ in punctate structures . _BLANKM_ _BLANKP_ and _BLANKP_ _METHOD_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_METHOD_ _BLANKP_ co localizes with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures . _BLANKM_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _BLANKL_ upon co expression with the gdp mutant .,N,23918961
_METHOD_ _BLANKP_ co localizes with the _BLANKL_ marker _BLANKP_ _BLANKM_ in punctate structures . _BLANKM_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _LOCATION_ marker _BLANKP_ _METHOD_ in punctate structures . _BLANKM_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _BLANKL_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _BLANKL_ marker _BLANKP_ _METHOD_ in punctate structures . _BLANKM_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures . _METHOD_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _BLANKL_ upon co expression with the gdp mutant .,N,23918961
_METHOD_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _BLANKL_ upon co expression with the gdp mutant . _BLANKM_ _BLANKP_ co localizes partially with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,N,23918961
_BLANKM_ _BLANKP_ co localizes with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures . _BLANKM_ _PROTEIN_ and _BLANKP_ _METHOD_ relocalized to the _BLANKL_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _PROTEIN_ and _BLANKP_ _METHOD_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,N,23918961
_BLANKM_ _PROTEIN_ and _BLANKP_ _METHOD_ relocalized to the _BLANKL_ upon co expression with the gdp mutant . _BLANKM_ _BLANKP_ co localizes partially with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,N,23918961
_BLANKM_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant . _METHOD_ _BLANKP_ co localizes partially with the _BLANKL_ marker _BLANKP_ _BLANKM_ in punctate structures .,N,23918961
